"id","url","topic_id","title","source_id","viewpoint","quality","img","date","content"
"1","http://krugman.blogs.nytimes.com/2012/10/07/the-payroll-data/","","The Payroll Data","5","-3","0","","2012-10-07 15:21:25","Telling the same story."
"2","http://krugman.blogs.nytimes.com/2012/10/07/stephanopoulizing/","","Stephanopoulizing","5","-3","0","","2012-10-07 10:17:27","Watch my head."
"3","http://krugman.blogs.nytimes.com/2012/10/06/constant-demography-employment-wonkish-but-relevant/","","Constant-demography Employment (Wonkish But Relevant)","5","-3","0","","2012-10-06 05:29:47","Yes, things are slowly getting better."
"4","http://krugman.blogs.nytimes.com/2012/10/05/friday-night-music-the-glamorous-life/","","Friday Night Music: The Glamorous Life","5","-3","0","","2012-10-05 18:32:45","And long past time to go home."
"5","http://krugman.blogs.nytimes.com/2012/10/05/democrat-derangement-syndrome/","","Democrat Derangement Syndrome","5","-3","0","","2012-10-05 16:24:13","It's a conspiracy, I tell you!"
"6","http://krugman.blogs.nytimes.com/2012/10/05/wages-prices-depressions-deficits-wonkish/","","Wages, Prices, Depressions, Deficits (Wonkish)","5","-3","0","","2012-10-05 13:55:57","Mind that output gap."
"7","http://krugman.blogs.nytimes.com/2012/10/05/britains-gap-trap/","","Britain's Gap Trap","5","-3","0","","2012-10-05 09:31:09","What if the estimates are wrong?"
"8","http://krugman.blogs.nytimes.com/2012/10/04/a-test-of-the-system/","","A Test of the System","5","-3","0","","2012-10-04 17:24:06","Is there any price for lying?"
"9","http://krugman.blogs.nytimes.com/2012/10/04/romneys-sick-joke/","","Romney's Sick Joke","5","-3","0","","2012-10-04 07:36:05","Pre-existing dishonesty."
"10","http://krugman.blogs.nytimes.com/2012/10/04/the-return-of-capillary-man/","","The Return of Capillary Man","5","-3","0","","2012-10-04 04:38:01","We thought he was gone."
"11","http://krugman.blogs.nytimes.com/2012/10/03/paul-ryan-was-here/","","Paul Ryan Was Here","5","-3","0","","2012-10-03 15:47:54","Keep on shrugging."
"12","http://krugman.blogs.nytimes.com/2012/10/03/the-economic-consequences-of-mr-rajoy/","","The Economic Consequences of Mr. Rajoy","5","-3","0","","2012-10-03 06:16:31","What history says about internal devaluation."
"13","http://krugman.blogs.nytimes.com/2012/10/02/bowlesing-toward-betrayal/","","Bowlesing Toward Betrayal","5","-3","0","","2012-10-02 07:23:03","And here comes Simpson-Bowles."
"14","http://krugman.blogs.nytimes.com/2012/10/02/flimflam-fever-goes-vsp/","","Flimflam Fever Goes VSP","5","-3","0","","2012-10-02 07:11:42","The truth finally gets out there."
"15","http://krugman.blogs.nytimes.com/2012/10/01/euro-counterfactuals-wonkish/","","Euro Counterfactuals (Wonkish)","5","-3","0","","2012-10-01 14:03:04","Trade with Asian played a role, and that's not good."
"16","http://feeds.powerlineblog.com/~r/powerlineblog/livefeed/~3/_iK0Vk1aavg/fools-and-knaves-part-7.php","","Fools and knaves, part 7","17","2","0","","2012-10-08 02:57:57","(Scott Johnson) For previous posts in this series, click here. Now comes the Heritage Foundation to perform a timely public service in putting together the video below documenting the shameless White House disinformation campaign on the terrorist attack on Libya. The folks at Heritage add: &#8220;New evidence shows there were security threats in Libya in the months prior to the deadly September 11 attack that killed U.S. Ambassador Christopher Stevens and three"
"17","http://feeds.powerlineblog.com/~r/powerlineblog/livefeed/~3/MIqve-Ji-AY/power-and-constraint-how-the-press-compromised-u-s-anti-terrorism-efforts.php","","Power and Constraint ? how the press compromised U.S. anti-terrorism efforts","17","2","0","","2012-10-08 00:08:31","(Paul Mirengoff) The U.S. response to 9/11 is mostly a success story, but that story has not been without its discouraging aspects. For example, I wrote here about the hijacking of key aspects of American anti-terrorism policy by military lawyers. Another example, from my perspective, is media disclosure of U.S. government anti-terrorism initiatives, the efficacy of which depended on secrecy. In his new book Power and Constraint, Jack Goldsmith devotes considerable attention"
"18","http://feeds.powerlineblog.com/~r/powerlineblog/livefeed/~3/Tex7z5I1VgE/annals-of-government-medicine-15.php","","Annals of Government Medicine","17","2","0","","2012-10-07 21:42:47","(John Hinderaker) Recent investigations have revealed hospitals administered by Britain&#8217;s National Health Service to be veritable houses of horrors. Here is the latest shock headline: Patients starve and die of thirst on hospital wards. Hospital conditions under socialized medicine appear to be trending toward the medieval: Forty-three hospital patients starved to death last year and 111 died of thirst while being treated on wards, new figures disclose today. The death toll was"
"19","http://feeds.powerlineblog.com/~r/powerlineblog/livefeed/~3/BRlRMKoD4M0/this-day-in-baseball-history-the-yankees-win-a-pivotal-game.php","","This day in baseball history ? The Yankees win a pivotal game","17","2","0","","2012-10-07 20:20:33","(Paul Mirengoff) On Sunday, October 7, 1962, the San Francisco Giants and the New York Yankees played Game 3 of the World Series at Yankee Stadium. The pitching matchup was Billy Pierce (16-6, 3.49) against Bill Stafford (14-9, 3.67). For the 35-year old Pierce, this was a long awaited opportunity to start a World Series game. In the 1959 Series, Chicago White Sox manager Al Lopez had limited his long-time ace to"
"20","http://feeds.powerlineblog.com/~r/powerlineblog/livefeed/~3/GAevYKPpVEY/the-national-debt-in-one-chart.php","","The National Debt, In One Chart","17","2","0","","2012-10-07 19:41:15","(John Hinderaker) If you have any friends or relatives who fall for President Obama&#8217;s claim that the ballooning national debt is somehow George Bush&#8217;s fault&#8211;two wars without a tax increase!&#8211;this update of a familiar chart, done by an InstaPundit reader, is a great way to set the record straight. Note how modest (relatively speaking) the federal deficits were during the &#8220;two wars&#8221; era, and how they metastasized under Barack Obama, beginning in"
"21","http://online.wsj.com/article/SB10000872396390443615804578042533180710170.html?mod=rss_Politics_And_Policy","","Campaigns Play Up Foreign Policy","22","1","0","","2012-10-08 04:03:19","Romney, aiming to keep the pressure on Obama, will criticize the administration's handling of Libya and seek to flesh out some foreign-policy positions in a speech Monday."
"22","http://online.wsj.com/article/SB10000872396390443615804578042692118832454.html?mod=rss_Politics_And_Policy","","Labor Widens Its Vote Push","22","1","0","","2012-10-08 00:01:29","Labor unions are taking advantage of new campaign laws, under the 2010 Citizens United decision, that let them knock on doors and make phone calls to prospective voters who aren't their members."
"23","http://online.wsj.com/article/SB10000872396390443294904578042993550945404.html?mod=rss_Politics_And_Policy","","Obama Quickens Fundraising Pace","22","1","0","","2012-10-08 05:07:31","President Barack Obama's $181 million fundraising haul in September is helping to calm Democrats who fear a deluge of negative ads from Republican super PACs."
"24","http://online.wsj.com/article/SB10000872396390443615804578042893296834334.html?mod=rss_Politics_And_Policy","","Bigger Bang Expected From Ryan-Biden Bout","22","1","0","","2012-10-08 03:49:47","When Rep. Paul Ryan and Vice President Joe Biden debate Thursday night, there will likely be more fireworks than when their running mates met on stage last week."
"25","http://online.wsj.com/article/SB10000872396390443493304578038892674120124.html?mod=rss_Politics_And_Policy","","Romney Tweaks Blunt Stances to Soften Image","22","1","0","","2012-10-06 02:24:08","During the fight for the Republican nomination, Mitt Romney said he had been a ""severely conservative"" governor. Lately, he has been softening that image."
"26","http://online.wsj.com/article/SB10000872396390443768804578037193457675924.html?mod=rss_Politics_And_Policy","","Shifting Party Allegiances Are Tricky for Pollsters","22","1","0","","2012-10-06 02:06:34","Pollsters have come under pressure to explain how they find a few hundred or a thousand people to stand in for the American electorate, writes Carl Bialik."
"27","http://online.wsj.com/article/SB10000872396390444223104578036902059331748.html?mod=rss_Politics_And_Policy","","Noonan: Romney Deflates the President","22","1","0","","2012-10-05 23:07:12","The first debate was a surprise. Now the challenger has to prepare for more surprises."
"28","http://online.wsj.com/article/SB10000872396390443493304578036641289315614.html?mod=rss_Politics_And_Policy","","Debate Yields No Deficit Cure","22","1","0","","2012-10-05 13:41:37","On the subject of reining in the deficit, the debate between the presidential candidates was heavy on statistics but light on arithmetic."
"29","http://online.wsj.com/article/SB10000872396390443843904578024622771166676.html?mod=rss_Politics_And_Policy","","Turning Points: Top Debate Moments","22","1","0","","2012-10-02 20:55:45","When presidential candidates debate, voters get a rare opportunity to see how they respond under pressure. Sometimes, the smallest details become big turning points in an election. Take a look at six key moments in presidential debate history."
"30","http://online.wsj.com/article/SB10001424052748704005404576177173332341778.html?mod=rss_Politics_And_Policy","","Where the Numbers Stand","22","1","0","","2012-10-03 05:14:20","Read the complete findings of the Wall Street Journal/NBC News polls, from December 1995 to the present. Updated September 2012."
"31","http://crooksandliars.com/bluegal-aka-fran/open-thread-415","","Open Thread","10","-4","0","","2012-10-08 03:30:49","<p>
</p>
<p>This week in The Lost Revolution, Johnny Rotten's doing a butter commercial.  Where he's chased by COWS.   Major h/t to <a href=""http://www.scholarsandrogues.com/"">Scholars and Rogues</a>. </p>
<p>Open thread below....</p>
<p><center><a href=""http://www.donationstracker.com/donate.php?v=1.1&amp;donate=eda63751fe227aba4e4dc37ab383e6dc&amp;cid=1678&amp;vid=3035&amp;uid=330""><img alt=""DonationsTracker.com - Live Donations Tracking for 2012 Donations"" border=""0"" src=""http://www.donationstracker.com/image.php?v=1.1&amp;wd=5f3b3f8c37846470&amp;wf=49901e2d3ff4c566-330-1678-2-1674&amp;donate=eda63751fe227aba4e4dc37ab383e6dc&amp;cid=1678&amp;vid=3035&amp;uid=330"" /></a><br />
<a href=""http://www.donationstracker.com/donate.php?v=1.1&amp;donate=eda63751fe227aba4e4dc37ab383e6dc&amp;cid=1678&amp;vid=3035&amp;uid=330""><img alt=""DonationsTracker.com - Make a Donation to 2012 Donations"" border=""0"" src=""https://www.paypal.com/en_US/i/btn/btn_donate_LG.gif"" /></a></center></p>
<p><a href=""http://feedads.g.doubleclick.net/~at/FNlCfmXAEIT4CGcfgygRMNSpAQw/0/da""><img border=""0"" ismap=""true"" src=""http://feedads.g.doubleclick.net/~at/FNlCfmXAEIT4CGcfgygRMNSpAQw/0/di"" /></a><br />
<a href=""http://feedads.g.doubleclick.net/~at/FNlCfmXAEIT4CGcfgygRMNSpAQw/1/da""><img border=""0"" ismap=""true"" src=""http://feedads.g.doubleclick.net/~at/FNlCfmXAEIT4CGcfgygRMNSpAQw/1/di"" /></a></p><div class=""feedflare"">
<a href=""http://feeds.feedburner.com/~ff/crooksandliars/YaCP?a=h3dDuJDQk8c:SDbXlAX4cBg:yIl2AUoC8zA""><img border=""0"" src=""http://feeds.feedburner.com/~ff/crooksandliars/YaCP?d=yIl2AUoC8zA"" /></a>
</div>"
